2;8340.382
3;5523.424
4;3988.501
5;3068.350
6;2638.467
7;2473.867
8;2010.222
9;2108.826
10;1877.070
11;1505.934
12;1475.593
13;1499.075
14;1418.093
15;1205.246
16;1082.141
17;1265.044
18;1142.458
19;994.618
20;976.620
21;926.640
22;823.295
23;929.702
24;831.930
25;768.717
26;904.046
27;830.607
28;823.977
29;780.203
30;724.740
